ENSEMBL,drug_claim_name
ENSG00000011677,#RESEQUINIL#BUTABARBITAL#HEXOBARBITAL#BUTABARBITAL#ESTAZOLAM#MEPROBAMATE#MEPROBAMATE#METHOXYFLURANE#BUTABARBITAL SODIUM#ACAMPROSATE CALCIUM#SECOBARBITAL SODIUM#GANAXOLONE#EVT-201#GANAXOLONE#ESZOPICLONE#PRAZEPAM#CHLORDIAZEPOXIDE#CLORAZEPATE#DIAZEPAM#TRIAZOLAM#PROPOFOL#BUTETHAL#METHARBITAL#AZD6280#ZURANOLONE#NG2-73#BUTALBITAL#NITRAZEPAM#BUTALBITAL#OXAZEPAM#FLUMAZENIL#METHYPRYLON#CLOTIAZEPAM#PHENOBARBITAL#PRIMIDONE#TALBUTAL#Adipiplon#CLOBAZAM#THIOPENTAL#METHYLPHENOBARBITAL#CLONAZEPAM#FLURAZEPAM HYDROCHLORIDE#LOREDIPLON#BREXANOLONE#FLURAZEPAM#ADINAZOLAM#FLURAZEPAM#MEPROBAMATE#GSK683699#METHAQUALONE#DIAZEPAM#GLUTETHIMIDE#PRAZEPAM#CNS-7056#TEMAZEPAM#QUAZEPAM#GABOXADOL#CENOBAMATE#CIPEPOFOL#GABOXADOL#BROMAZEPAM#FLUNITRAZEPAM#METHARBITAL#ETOMIDATE#DESFLURANE#TOPIRAMATE#DARIGABAT#AZIETOMIDATE#CLOBAZAM#FLUMAZENIL#PENTOBARBITAL#CLOTIAZEPAM#FLUMAZENIL#LORAZEPAM#CLONAZEPAM#ADIPIPLON#THIOPENTAL#ETHCHLORVYNOL#CHLORDIAZEPOXIDE#ESZOPICLONE#TRIAZOLAM#AZD7325#DIAZEPAM#SECOBARBITAL#TRIAZOLAM#ZOLPIDEM#SECOBARBITAL#ETIFOXINE#QUAZEPAM#CLORAZEPATE DIPOTASSIUM#BUTALBITAL#ENFLURANE#METHOHEXITAL SODIUM#MIDAZOLAM HYDROCHLORIDE#PAGOCLONE#ALPRAZOLAM#MIDAZOLAM#TRICLOFOS SODIUM#MIDAZOLAM#FLUDIAZEPAM#PADSEVONIL#MIDAZOLAM#FLUNITRAZEPAM#TALBUTAL#LORAZEPAM#HALOTHANE#METHAQUALONE HYDROCHLORIDE#ZOPICLONE#OCINAPLON#LORAZEPAM#METHYLPHENOBARBITAL#TALBUTAL#CLOBAZAM#PHENOBARBITAL#Flumazenil#CHLORDIAZEPOXIDE HYDROCHLORIDE#ESTAZOLAM#THIOPENTAL SODIUM#ABP-700#ETAZOLATE#CINOLAZEPAM#ADINAZOLAM#ESTAZOLAM#HEXOBARBITAL#CINOLAZEPAM#QUAZEPAM#TEMAZEPAM#ISOFLURANE#REMIMAZOLAM BESYLATE#CLORAZEPATE#BUTETHAL#PRAZEPAM#ZOLPIDEM#CHLORDIAZEPOXIDE#TEMAZEPAM#ALPRAZOLAM#THIAMYLAL SODIUM#FLUNITRAZEPAM#ETOMIDATE#ALPRAZOLAM#FLUDIAZEPAM#HALAZEPAM#METHARBITAL#OXAZEPAM#BROMAZEPAM#HALAZEPAM#NITRAZEPAM#NS-2710#OXAZEPAM#HALAZEPAM#PRIMIDONE#PENTOBARBITAL#PENTOBARBITAL SODIUM#SEVOFLURANE#TETRAZEPAM#CLOMETHIAZOLE#CLOTIAZEPAM#ZOPICLONE#CLONAZEPAM#ZOPICLONE#PRIMIDONE#PENTOBARBITAL
ENSG00000012048,"#P-HYDROXYPHENETHYL ANISATE#PACLITAXEL#CEDIRANIB#Rucaparib#BMN673#Rucaparib#NSC-636948#PLATINUM COMPOUND#AURINTRICARBOXYLIC ACID#PURPURIN#DAUNORUBICIN HYDROCHLORIDE#Olaparib#CISPLATIN#7-HYDROXY ISOFLAVONE#TCMDC-125221#GNF-PF-860#2-PHENYLQUINOLINE#VINORELBINE#Niraparib#DIPYRIDAMOLE#RIBOFLAVIN#CALYCOSIN#SCH-53020#NILE RED#VU001171#GNF-PF-3501#PT-101#PIFEXOLE#DAIDZIN#SJ000039423#DNDI1417484#SEMUSTINE#EMODIN#QUARFLOXIN#RUCAPARIB#METHYL 4-(3-METHOXYBENZAMIDO)BENZOATE#6,4'-DIHYDROXYFLAVONE#N-(3-PHENYLPROPYL)BENZAMIDE#NSC-88165#TIAPROFENIC ACID#ILEPCIMIDE#GAMMA-FAGARINE#THUNBERGINOL E#TCMDC-124327#N-(4-NITROPHENYL)ANTHRANILIC ACID#GLABRIDIN#Cisplatin#VELIPARIB#NIRAPARIB#7,4'-DIMETHOXYISOFLAVONE#VITAMIN B2#ONONIN#PHYTOESTROGEN#HORMONES#PIDNARULEX#DNDI1418024#CARBOPLATIN#THIABENDAZOLE#ACRIFLAVINE CHLORIDE#DEPHOSTATIN#MITOXANTRONE#MITOMYCIN C#CARBOPLATIN#RUCAPARIB#WISTIN#6-HYDROXYFLAVONE#2-METHOXYPHENAZINE#talazoparib#OXALIPLATIN#rucaparib#SB-204741#2-PHENYLACETYLAMINOBENZOTHIAZOLE#BLEOMYCIN#DOXORUBICIN HYDROCHLORIDE#Veliparib#E7449#TCMDC-123480#PIPERINE#QUINALIZARIN#CISPLATIN#Olaparib#olaparib#OLAPARIB#GEMCITABINE#GNF-PF-1577#TAMOXIFEN#IROFULVEN#ANTHRACYCLINE#Platinum Agent#OXALIPLATIN#TCMDC-125785#DIMETHYL YELLOW#CHRYSIN DIMETHYL ETHER#Talazoparib#TAXANE COMPOUND#PHENAMIL METHANESULFONATE#APIGENIN#TALAZOPARIB#NSC-93401#TCMDC-124307#TCMDC-125575#7-O-ACETYLAFROMOSIN#HARMALOL#DOXORUBICIN#PYRIDINE-2-CARBOTHIOIC ACID PHENYLAMIDE#DNDI1417353#3-PHENYLUMBELLIFERONE#TANSHINONE IIA SULFONATE#OLAPARIB#7-HYDROXYFLAVONE#7,3',4'-TRIMETHOXYISOFLAVONE#VELIPARIB#CISPLATIN#niraparib#GEMCITABINE#DNDI1417078#RESVERATROL#tamoxifen"
ENSG00000012061,#doxorubicin#PLATINUM COMPOUND#CYCLOSPORIN A#Cisplatin#CARBOPLATIN#thalidomide#CISPLATIN#5-FU#leucovorin#GEMCITABINE#platinum#CISPLATIN#HERBIMYCIN A#PACLITAXEL#gemcitabine
ENSG00000012124,#IMMUNOTOXIN#CART22 cells#4SCAR19 and 4SCAR22#CD19/CD22 Chimeric Antigen Receptor T Cells#OSPA LIPOPROTEIN#EPRATUZUMAB 90Y#Moxetumomab pasudotox#BL22#CART22 cells expressing anti-CD22 scFv TCRz:41BB#CD19-TCRz-41BB and CD22-TCRz-41BB CAR-T Cells#CD22-Targeted CAR-T cells#CD19/CD22 CAR T cells#Patient-derived CD19- and CD22 specific CAR#CD19 and CD22 CAR-T Cells#Donor-derived CD19/22 bispecific CAR-T cells#Dual Specificity CD19 and CD22 CAR-T Cell#CART-19/22#CART22-65s cells and huCART19 Cells#YTTRIUM Y 90 EPRATUZUMAB TETRAXETAN#PINATUZUMAB VEDOTIN#BECTUMOMAB#MOXETUMOMAB PASUDOTOX#EPRATUZUMAB#CD22 CAR-T#EPRATUZUMAB#JCAR018#Targeted ranpirnase conjugates#BL-22#Retroviral vector-transduced autologous T cells to express CD22-specific CARs#Anti-CD22 CAR-T cells#CD22-specific CAR T-cells also expressing an EGFRt#CART-22 cells#CD22-CART#CD19/CD22 CAR T-Cells#INOTUZUMAB OZOGAMICIN#OSPA LIPOPROTEIN#Inotuzumab ozogamicin#Combotox#OspA lipoprotein#HLL2#Epratuzumab#IMMURAIT-LL2#Anti-CD22#4SCAR19/22 T cells#Anti-CD19/22-CAR vector-transduced T cells#CAR-T cells targeting CD22#Anti-CD22-CAR-transduced T cells#CART22-65s cells#INOTUZUMAB OZOGAMICIN#AUTO3#INOTUZUMAB#MONO-DGA-RFB4#YTTRIUM Y 90 EPRATUZUMAB
ENSG00000012223,#BACITRACIN#Talactoferrin#Parecoxib#RESERPINE#HLF 1-11
ENSG00000012504,"#CHENODIOL#NIDUFEXOR#BENZO(K)FLUORANTHENE#GANODERMANONTRIOL#CLIOQUINOL#PMID29649907-Compound-13#PMID29649907-Compound-14#PMID29649907-Compound-26#PMID29649907-Compound-27#PMID29649907-Compound-29#PMID29649907-Compound-3#PMID29649907-Compound-30#PMID29649907-Compound-39#PMID29649907-Compound-4#PMID29649907-Compound-44#PMID30259754-Compound-LY2562175#Guggulsterone#CHENODIOL#THIOMERSAL#FLUSILAZOLE#THEONELLASTEROL C#PHENOLPHTHALEIN#ERGOSTEROL PEROXIDE#7-O-METHYLCRYPTOCHINONE B#URSODIOL#FLUAZINAM#12-EPISCALARIN#CONICASTEROL E#HOMIDIUM BROMIDE#OBETICHOLIC ACID#MELPHALAN#TUROFEXORATE ISOPROPYL#TROPIFEXOR#T091317#GENISTEIN#RALOXIFENE HYDROCHLORIDE#YEZOQUINOLIDE#THEONELLASTEROL G#PMID29649907-Compound-15#PMID29649907-Compound-25#PMID29649907-Compound-28#PMID29649907-Compound-34#PMID29649907-Compound-35#PMID29649907-Compound-37#PMID29649907-Compound-38#PMID30259754-Compound-INT-767#PMID30259754-Compound-Px-102#PMID30259754-Compound-pyrrole[2,3-d]azepines#Chenodiol#CRYPTOCHINONE B#(S)-SARGACHROMENOL#DIFENOCONAZOLE#PHENAZOPYRIDINE HYDROCHLORIDE#GANODERIOL F#TUBERATOLIDE B#ZEARALENONE#CILOFEXOR#CONICASTEROL B#GANODERIC ACID TR#NIMODIPINE#THEONELLASTEROL F#LITHOCHOLIC ACID#HYDRAMETHYLNON#Cholic acid - Asklepion#PMID29649907-Compound-10#PMID29649907-Compound-19#PMID29649907-Compound-21#PMID29649907-Compound-24#PMID29649907-Compound-32#PMID29649907-Compound-36#PMID29649907-Compound-40#PMID29649907-Compound-42#PMID29649907-Compound-5#PMID29649907-Compound-INT767#3,3',5,5'-TETRABROMOBISPHENOL A#LJN452#THEONELLASTEROL B#TRIBUTYLCHLOROSTANNANE#IMIPRAMINE HYDROCHLORIDE#CRYPTOCHINONE A#DIETHYLSTILBESTROL#SAQUINAVIR MESYLATE#PENTABROMOPHENOL#DICHLOROPHEN#DOXORUBICIN HYDROCHLORIDE#LUCIDUMOL A#OBETICHOLIC ACID#(R)-SARGACHROMENOL#SUVANINE'S SODIUM SALT#Turofexorate isopropyl#APOMINE#BENZO[D]ISOTHIAZOL-3-ONE#Bevacizumab + Trastuzumab#PMID29649907-Compound-1#PMID29649907-Compound-11#PMID29649907-Compound-12#PMID29649907-Compound-18#PMID29649907-Compound-2#PMID29649907-Compound-20#PMID29649907-Compound-22#PMID29649907-Compound-23#PMID29649907-Compound-31#PMID29649907-Compound-33#PMID29649907-Compound-41#PMID29649907-Compound-8#PMID29649907-Compound-9#PMID30259754-Compound-WAY-362450#APIGENIN#CONICASTEROL D#METHYLENE BLUE CHLORIDE HYDRATE#3R14S-OCHRATOXIN A#THEONELLASTEROL E#2'-EPI-TUBERATOLIDE B#PENTACHLOROPHENOL#PX-102#TERN-101#FLUOXASTROBIN#7-O-METHYLCRYPTOCHINONE A#TUBERATOLIDE A#OBETICHOLIC ACID#obeticholic acid#GSK8062#KETOCONAZOLE"
ENSG00000012779,#MECLOFENAMATE SODIUM#SKF-105809#BIM23A760#Zileuton#LICOFELONE#BALSALAZIDE#MECLOFENAMIC ACID#Darbufelone#PTC299#BALSALAZIDE DISODIUM#ZILEUTON#ZILEUTON#ZILEUTON#CMI-392#BF-389#FPL-62064#ABT-761#ANACARDIC ACID#PF-4191834#MELATONIN#METHOTREXATE#GLUCOCORTICOID#MECLOFENAMIC ACID#Tipelukast#Silymarin#VIA-2291#6-DECYLSALICYLIC ACID#ATRELEUTON#NDGA#Leukotriene receptor antagonists#ZILEUTON#MK-866#zileuton#ACACETIN#MESALAZINE#MESALAMINE#MESALAMINE#SULFASALAZINE#Rilopirox#6BIO#Tepoxalin#OLSALAZINE SODIUM#montelukast#ZILEUTON#WY-50295-tromethamine#TA-270#UCB-35440#E-6700#Flobufen#Avastin+/-Tarceva#Diethylcarbamazine#PF-4191834#5-OXO-ETE#TENIDAP#6-PENTYLSALICYLIC ACID#SELENIUM
ENSG00000012983,#GW441756X#TAE-684#ENTRECTINIB#PF-562271#CYC-116#TOZASERTIB#GW843682X#HESPERADIN#ZM-447439#CENISERTIB#GEFITINIB#681640#SOTRASTAURIN#ALSTERPAULLONE#AZD-1152-HQPA#SORAFENIB#DASATINIB#LINIFANIB#DOVITINIB#GSK-269962A#LAS38096#PD-0166285#TAK-715#SB-220025#SB-242235#CEDIRANIB#GNF-PF-3023#DACTOLISIB#OSI-632#VANDETANIB#PALBOCICLIB#AZD-1775
ENSG00000013275,#CARFILZOMIB#OPROZOMIB#CARFILZOMIB#CARFILZOMIB#IXAZOMIB#BORTEZOMIB#BORTEZOMIB#IXAZOMIB CITRATE#BORTEZOMIB
ENSG00000013441,#HESPERADIN#HARMINE#LEUCETTAMINE B#NU-2058#TG003
ENSG00000013725,#ONCOLYSIN CD6#Itolizumab#ITOLIZUMAB
ENSG00000014138,#FLUDARABINE PHOSPHATE#CYTARABINE#CLOFARABINE#ASPACYTARABINE#TROXACITABINE#DACARBAZINE#GEMCITABINE HYDROCHLORIDE#DACARBAZINE
ENSG00000014216,#BORTEZOMIB#Undecylenic acid derivative 1
ENSG00000014257,#MVA-BN#SIPULEUCEL-T#MVI-816
ENSG00000014824,#aspirin
ENSG00000015285,#WASP gene therapy#Hematopoietic stem cell gene therapy
ENSG00000015413,#DEXAMETHASONE#CILASTATIN SODIUM#CILASTATIN#Cilastatin#CILASTATIN#CILASTATIN
ENSG00000015520,#hmg coa reductase inhibitors#EZETIMIBE#pravastatin#EZETIMIBE#EMZETIBE#EZETIMIBE#Ezetimibe
ENSG00000015532,#gemcitabine#carboplatin
ENSG00000016490,#TALNIFLUMATE
ENSG00000017260,#ISOFLURANE#ISOFLURANE#ENFLURANE#DESFLURANE#SEVOFLURANE#ENFLURANE#DESFLURANE#SEVOFLURANE
ENSG00000017427,#BI-836845#XENTUZUMAB#Xentuzumab#NNZ-2566#MEDI-573#RECOMBINANT HUMAN INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN-3#DUSIGITUMAB
ENSG00000017797,#fluorouracil#bevacizumab#irinotecan#carbamazepine#DOX#leucovorin#vincristine
ENSG00000018280,#COBALT
ENSG00000018625,#DIGITOXIN#DIGOXIN#ISTAROXIME#olanzapine#ACETYLDIGITOXIN#DESLANOSIDE#LANATOSIDE C
ENSG00000019186,#daclatasvir#Lunacalcipol#CALCITRIOL#VITAMIN D#deferasirox#telaprevir#CTA018#tenofovir disoproxil fumarate
ENSG00000019582,#Milatuzumab#MILATUZUMAB#platinum#MILATUZUMAB#MILATUZUMAB
ENSG00000019991,#IL-1#SODIUM HEPARIN#EGCG#AMG 102#SHO-SAIKO-TO#RILOTUMUMAB#Cabozantinib#VM-202#Ficlatuzumab#METHOTREXATE#Trastuzumab#AMG-102#FICLATUZUMAB#ASPIRIN#FICLATUZUMAB#FICLATUZUMAB#RILOTUMUMAB#RESERPINE#ABI-011#THALIDOMIDE#PROTEOLYTIC ENZYMES#RESVERATROL#EQUINE CHORIONIC GONADOTROPIN#RHGH#FICLATUZUMAB#TAK-701#RILOTUMUMAB#MP0250#WORTMANNIN#STREPTOZOTOCIN#CA19-9#STI571
ENSG00000020633,#LEUCOVORIN#IRINOTECAN
ENSG00000021461,#GINKGO#SHO-SAIKO-TO#clozapine#MELATONIN#RITONAVIR#CHLORZOXAZONE#KETOCONAZOLE#aripiprazole#COBICISTAT#POMEGRANATE JUICE#antipsychotics#ticagrelor#quetiapine#risperidone#haloperidol
ENSG00000021826,#Polidocanol - BioForm Medical/Chemische Fabrik Kreussler & Co#CARGLUMIC ACID#l-methionine#sodium benzoate / sodium phenylacetate#methionine#sodium phenylbutyrate#antiepileptics#Sodium Phenylbutyrate#valproic acid#Carglumic acid
ENSG00000022355,#BUTABARBITAL SODIUM#ZOLPIDEM TARTRATE#RESEQUINIL#EVT-201#ESZOPICLONE#PICROTOXIN#PRAZEPAM#Picrotoxin#METHYPRYLON#CHLORDIAZEPOXIDE#Methohexital#CLOBAZAM#METHARBITAL#ZURANOLONE#TRIAZOLAM#BUTETHAL#BUTABARBITAL#CLOTIAZEPAM#PHENOBARBITAL#PRIMIDONE#CLORAZEPATE#DIAZEPAM#ESTAZOLAM#OXAZEPAM#Primidone#BUTABARBITAL#MEPROBAMATE#GANAXOLONE#SANDARACOPIMARIC ACID#GANAXOLONE#HEXOBARBITAL#MEPROBAMATE#NITRAZEPAM#THIOPENTAL#TALBUTAL#Nitrazepam#NG2-73#METHYLPHENOBARBITAL#CLONAZEPAM#SECOBARBITAL SODIUM#METHOXYFLURANE#FLUMAZENIL#ACAMPROSATE CALCIUM#PROPOFOL#BUTALBITAL#BUTALBITAL#ISOFLURANE#ZALEPLON#ZALEPLON#PRAZEPAM#ADIPIPLON#AZIETOMIDATE#GABOXADOL#LORAZEPAM#TEMAZEPAM#GSK683699#Clobazam - Lundbeck#CNS-7056#GABOXADOL#METHYPRYLON#DIAZEPAM#FLURAZEPAM HYDROCHLORIDE#TOPIRAMATE#LOREDIPLON#INDIPLON#ISONIPECOTIC ACID#CLOBAZAM#TOPIRAMATE#CLOTIAZEPAM#ETOMIDATE#QUAZEPAM#RO-229735#ENFLURANE#PENTOBARBITAL#BROMAZEPAM#ETOMIDATE#METHARBITAL#DESFLURANE#GLUTETHIMIDE#METHAQUALONE#CLONAZEPAM#FLURAZEPAM#ADINAZOLAM#FLURAZEPAM#MEPROBAMATE#Hexobarbital#THIOPENTAL#CIPEPOFOL#DARIGABAT#BREXANOLONE#CENOBAMATE#FLUMAZENIL#ISOFLURANE#PROGABIDE#THIAMYLAL#FLUMAZENIL#PROGABIDE#propofol#CLORAZEPATE DIPOTASSIUM#ESZOPICLONE#LORAZEPAM#METHOHEXITAL#ZOLPIDEM#ZK-93423#EVT-201#LORAZEPAM#CHLORDIAZEPOXIDE#TRIAZOLAM#ENFLURANE#TRICLOFOS SODIUM#METHAQUALONE HYDROCHLORIDE#PADSEVONIL#DIAZEPAM#INDIPLON#QUAZEPAM#CLOBAZAM#FLUDIAZEPAM#PHENOBARBITAL#TOPIRAMATE#TRIAZOLAM#Ethanol#Butabarbital#ZOPICLONE#ETHCHLORVYNOL#HALOTHANE#PAGOCLONE#MIDAZOLAM#BICUCULLINE#DESFLURANE#METHYLPHENOBARBITAL#MIDAZOLAM#TALBUTAL#SEVOFLURANE#MIDAZOLAM#Ethchlorvynol#Meprobamate#TALBUTAL#MIDAZOLAM HYDROCHLORIDE#Barbital#BUTALBITAL#METHOHEXITAL SODIUM#ETIFOXINE#ISOPIMARIC ACID#OCINAPLON#SECOBARBITAL#ALPRAZOLAM#SECOBARBITAL#THIAMYLAL#THIOCOLCHICOSIDE#Zaleplon#THIAMYLAL SODIUM#ABP-700#ZOLPIDEM#METHYPRYLON#TEMAZEPAM#CINOLAZEPAM#PRAZEPAM#PICROTOXIN#Zolpidem#Barbiturate#METHOHEXITAL#CHLORDIAZEPOXIDE#Methyprylon#TEMAZEPAM#CINOLAZEPAM#OXAZEPAM#ESTAZOLAM#QUAZEPAM#PENTOBARBITAL#PENTOBARBITAL SODIUM#THIOPENTAL SODIUM#HALAZEPAM#CLOMETHIAZOLE#CLOTIAZEPAM#ETOMIDATE#CLORAZEPATE#ENFLURANE#ETOMIDATE#FLUDIAZEPAM#METHARBITAL#OXAZEPAM#BROMAZEPAM#BUTETHAL#HALAZEPAM#PENTOBARBITAL#PRIMIDONE#ZOPICLONE#Indiplon#Pentobarbital#ZOPICLONE#PRIMIDONE#ESTAZOLAM#HALAZEPAM#Butethal#SEVOFLURANE#TETRAZEPAM#REMIMAZOLAM BESYLATE#ADINAZOLAM#DESFLURANE#NITRAZEPAM#Amobarbital#HEXOBARBITAL#CLONAZEPAM#SEVOFLURANE#Methylphenobarbital#ALPRAZOLAM#ISOFLURANE#ZALEPLON#Butalbital#Methoxyflurane#Secobarbital#ALLOPREGNANOLONE#FLUNITRAZEPAM#ALPRAZOLAM#CHLORDIAZEPOXIDE HYDROCHLORIDE
ENSG00000023171,#lithium
ENSG00000023228,#NV-128#METFORMIN HYDROCHLORIDE#ME-344
ENSG00000023445,#PMID25980951-Compound-27#PMID25980951-Compound-43#BIRINAPANT#LCL161#PMID25980951-Compound-1#TL 32711#HGS1029#AT-406#AEG40826#PMID25980951-Compound-44#AT-406#GDC0917#BESTATIN METHYL ESTER
ENSG00000023734,#ADJUVANT
ENSG00000023839,#hmg coa reductase inhibitors#voriconazole#fluorouracil#calcein#CYCLOSPORINE#CEFOPERAZONE#EFAVIRENZ#BENZBROMARONE#SULFINPYRAZONE#ABACAVIR#lumefantrine#lovastatin#CEPHALEXIN#cyclosporine#MK-571#rosuvastatin#CEFUROXIME#CEFACLOR#efavirenz#LAMIVUDINE#RIMONABANT#pemetrexed#SULFINPYRAZONE#paclitaxel#trabectedin#atazanavir#ceftriaxone#leucovorin#sorafenib#SN-38#EMTRICITABINE#CEFTRIAXONE#CEFMETAZOLE#cyclophosphamide#erythromycin#DELAVIRDINE#CEFADROXIL#TENOFOVIR#CEPHRADINE#CEFOXITIN#NEVIRAPINE#SULFONATES#CEFAMANDOLE#oxaliplatin#lamivudine#ritonavir#epirubicin#vincristine#emtricitabine#simvastatin#deferasirox
ENSG00000023909,#PMSG#CAROTENOID#MELATONIN#H2O2#CISPLATIN#ANTIOXIDANT#SULFORAPHANE
ENSG00000025434,"#atenolol#BDBM50177019#US9006244, E2b#US9073931, E2#CS-8080#DESMOSTEROL#verapamil#RICCARDI C#US9073931, E3#BEXAROTENE#22(S)-HYDROXYCHOLESTEROL#GSK9772#T091317#LXR-623#BDBM50177012#US9006244, E2a#HESPERETIN#HYODEOXYCHOLIC_ACID#ROVAZOLAC#ETHYL 2,4,6-TRIHYDROXYBENZOATE#GW3965#GSK-4112#ABEQUOLIXRON#67S#US9006244, E1#US9073931, E1#SR9011#BMS-852927"
ENSG00000025708,#FLUOROURACIL#fluorouracil#5-DEOXY-5-FLUOROURIDINE#MPA#SULFASALAZINE#S-1#TIPIRACIL HYDROCHLORIDE#Uridine
ENSG00000026025,#PRITUMUMAB#ENU#GELDANAMYCIN#GANGLIOSIDE GM2#DIMETHYL SULFOXIDE#IL-2
ENSG00000026103,#THROMBIN#VALPROIC ACID#ARG098#APO-010#LITHIUM#TENIPOSIDE#AS101#ALL-TRANS RETINOIC ACID#CHOLECALCIFEROL#VITAMIN K#ARSENIC TRIOXIDE#SILICON PHTHALOCYANINE 4#EDELFOSINE#VB-111#CYCLOPHOSPHAMIDE#BISPECIFIC ANTIBODY#DAUNORUBICIN#5-FLUOROURACIL#CISPLATIN#DE-098#AD-CD154#MPA#ATORVASTATIN#BUTYRATE#ASPIRIN#FUDR#CYTOKINES#BCG#TESTOSTERONE#VESNARINONE#FAS LIGAND#PROTEASOME INHIBITOR#APG-101#PYRAZINAMIDE
ENSG00000026508,#BIVATUZUMAB#acetaminophen#INTERFERON GAMMA#TUMOR NECROSIS FACTOR#GP-120#HYALURONAN#PF-03475952#BIWA 4#RG7356#DOCETAXEL#MOMETASONE FUROATE#MPA#BIVATUZUMAB MERTANSINE#A-6#CISPLATIN#GENTAMICIN
ENSG00000026559,#GUANIDINE HYDROCHLORIDE#AMIFAMPRIDINE#NERISPIRDINE#TEDISAMIL#AMIFAMPRIDINE PHOSPHATE#DALFAMPRIDINE
ENSG00000026751,#CS1-CAR T Therapy#PVX-410#ABBV-838#ELOTUZUMAB#AZINTUXIZUMAB VEDOTIN#Elotuzumab#ELOTUZUMAB
ENSG00000027075,#BRYOSTATIN-1#INGENOL MEBUTATE#GSK-690693#Trametinib#BRYOSTATIN#SOPHORETIN#MIDOSTAURIN#Imatinib#SOTRASTAURIN#UCN-01#CEP-2563
ENSG00000027644,#HESPERADIN
ENSG00000027697,#INTERFERON GAMMA-1B#IFN-GAMMA#INTERFERON GAMMA-1B#INTERFERON GAMMA-1B#Tumor necrosis factor alpha (TNF-alpha) inhibitors#INDOLE-3-CARBINOL
ENSG00000028137,#DIDANOSINE#CARBAMAZEPINE#LITHIUM#adalimumab#etanercept#CYT-6091#ustekinumab#ACTINOMYCIN D#STAVUDINE#infliximab
ENSG00000028277,#LINAGLIPTIN
ENSG00000029559,#CYCLOSPORIN A#TNF-ALPHA#ZOLEDRONIC ACID#DAIDZEIN#INSULIN
ENSG00000029725,#amisulpride#lithium#mirtazapine#clozapine#glucose#aripiprazole#valproic acid#olanzapine#risperidone#quetiapine#paliperidone
ENSG00000030110,#KERACYANIN
ENSG00000030304,#HESPERADIN
ENSG00000032219,#ethanol
ENSG00000034152,#TRAMETINIB#BAY869766#ROSIGLITAZONE#GDC-0973#AZD6244#MEK162#WX-554#SELUMETINIB#PD 0325901#DABRAFENIB MESYLATE
ENSG00000034510,#PMSG#RETINOIDS#MELATONIN
ENSG00000035687,#ALANOSINE
ENSG00000035928,#PRALATREXATE
ENSG00000036473,#sodium benzoate / sodium phenylacetate#sodium phenylbutyrate#Sodium Phenylbutyrate#valproic acid
ENSG00000036530,#RC-8800#PMID25514969-Compound-12#PMID25514969-Compound-Figure2-2#PMID25514969-Compound-Figure2-3#TAK-935#PMID25514969-Compound-10#PMID25514969-Compound-11#PMID25514969-Compound-9#SOTICLESTAT#PMID25514969-Compound-8#PMID25514969-Compound-Figure2-4#PMID25514969-Compound-Figure3#PMID25514969-Compound-13
ENSG00000036565,#METHAMPHETAMINE
ENSG00000036672,#CADMIUM ACETATE#AURINTRICARBOXYLIC ACID#GNF-PF-254#GOSSYPOL#CLOFOCTOL#CURCUMIN#ALEXIDINE HYDROCHLORIDE#THONZONIUM BROMIDE#DEPHOSTATIN#AG-538#IODOACETAMIDE#CALMIDAZOLIUM CHLORIDE#GENTIAN VIOLET#SURAMIN#TANNIC ACID#QUINALIZARIN#CHAULMOSULFONE#GNF-PF-5510#JUGLONE#ROBUSTIC ACID#HEXACHLOROPHENE#SENNOSIDE B#MANGOSTIN#ELLAGIC ACID#ALLOXAN#ZAPRINAST
ENSG00000036828,#EVOCALCET#Parathyroid Hormones And Analogues#STRONTIUM RANELATE#ATF-936#Parathyroid Hormone#Etelcalcetide#NPS-2143#AXT-914#CINACALCET HYDROCHLORIDE#NPS-2390#AMINOGLYCOSIDE ANTIBIOTICS#CINACALCET#Cinacalcet#ASP7991#RONACALERET#VELCALCETIDE#VITAMIN D#CINACALCET#MK-5442#ASP7991#TECALCET HYDROCHLORIDE#RONACALERET#KAI-4169#AMG 416#PAMIDRONATE
